0.01005,0.99917,-0.03955,0
0.046855,0.039038,0.99814,0
0.99885,-0.011885,-0.046424,0
0,0,0,1
0.18332,0.98226,-0.03955,0
0.052919,0.030313,0.99814,0
0.98163,-0.18507,-0.046424,0
0,0,0,1
0.35122,0.93546,-0.03955,0
0.057382,0.020656,0.99814,0
0.93453,-0.35284,-0.046424,0
0,0,0,1
0.50825,0.8603,-0.03955,0
0.060096,0.010383,0.99814,0
0.85911,-0.50968,-0.046424,0
0,0,0,1
0.65039,0.75857,-0.03955,0
0.060986,-0.00024836,0.99814,0
0.75715,-0.65159,-0.046424,0
0,0,0,1
0.77249,0.63379,-0.03955,0
0.060012,-0.010859,0.99814,0
0.63218,-0.77343,-0.046424,0
0,0,0,1
0.87076,0.49011,-0.03955,0
0.057217,-0.021109,0.99814,0
0.48836,-0.8714,-0.046424,0
0,0,0,1
0.94245,0.332,-0.03955,0
0.0527,-0.030694,0.99814,0
0.33017,-0.94278,-0.046424,0
0,0,0,1
0.9858,0.1632,-0.03955,0
0.046565,-0.039383,0.99814,0
0.16134,-0.98581,-0.046424,0
0,0,0,1
0.99917,-0.0093479,-0.03955,0
0.039071,-0.046827,0.99814,0
-0.011183,-0.99886,-0.046424,0
0,0,0,1
0.98251,-0.18198,-0.03955,0
0.030385,-0.052878,0.99814,0
-0.18373,-0.98188,-0.046424,0
0,0,0,1
0.9359,-0.35005,-0.03955,0
0.020728,-0.057356,0.99814,0
-0.35167,-0.93497,-0.046424,0
0,0,0,1
0.86015,-0.5085,-0.03955,0
0.010365,-0.060099,0.99814,0
-0.50993,-0.85896,-0.046424,0
0,0,0,1
0.75928,-0.64956,-0.03955,0
-0.00018125,-0.060986,0.99814,0
-0.65076,-0.75786,-0.046424,0
0,0,0,1
0.63565,-0.77097,-0.03955,0
-0.010715,-0.060038,0.99814,0
-0.77191,-0.63404,-0.046424,0
0,0,0,1
0.49196,-0.86972,-0.03955,0
-0.020988,-0.057261,0.99814,0
-0.87037,-0.49021,-0.046424,0
0,0,0,1
0.33309,-0.94207,-0.03955,0
-0.030633,-0.052735,0.99814,0
-0.9424,-0.33125,-0.046424,0
0,0,0,1
0.16432,-0.98561,-0.03955,0
-0.03933,-0.04661,0.99814,0
-0.98562,-0.16246,-0.046424,0
0,0,0,1
-0.0097896,-0.99917,-0.03955,0
-0.046845,-0.03905,0.99814,0
-0.99885,0.011624,-0.046424,0
0,0,0,1
-0.18331,-0.98226,-0.03955,0
-0.052919,-0.030314,0.99814,0
-0.98163,0.18506,-0.046424,0
0,0,0,1
-0.35106,-0.93552,-0.03955,0
-0.057378,-0.020666,0.99814,0
-0.93459,0.35267,-0.046424,0
0,0,0,1
-0.50814,-0.86036,-0.03955,0
-0.060095,-0.010391,0.99814,0
-0.85917,0.50957,-0.046424,0
0,0,0,1
-0.64991,-0.75898,-0.03955,0
-0.060986,0.0002098,0.99814,0
-0.75756,0.65111,-0.046424,0
0,0,0,1
-0.77198,-0.63442,-0.03955,0
-0.060021,0.01081,0.99814,0
-0.63281,0.77291,-0.046424,0
0,0,0,1
-0.87052,-0.49055,-0.03955,0
-0.057227,0.02108,0.99814,0
-0.4888,0.87116,-0.046424,0
0,0,0,1
-0.94269,-0.33131,-0.03955,0
-0.052677,0.030732,0.99814,0
-0.32948,0.94302,-0.046424,0
0,0,0,1
-0.98594,-0.16235,-0.03955,0
-0.046531,0.039423,0.99814,0
-0.16049,0.98594,-0.046424,0
0,0,0,1
-0.99916,0.011061,-0.03955,0
-0.038991,0.046894,0.99814,0
0.012896,0.99884,-0.046424,0
0,0,0,1
-0.98222,0.18353,-0.03955,0
-0.030301,0.052926,0.99814,0
0.18529,0.98159,-0.046424,0
0,0,0,1
-0.93571,0.35056,-0.03955,0
-0.020696,0.057367,0.99814,0
0.35217,0.93478,-0.046424,0
0,0,0,1
-0.86161,0.50602,-0.03955,0
-0.010539,0.060069,0.99814,0
0.50746,0.86043,-0.046424,0
0,0,0,1
-0.76149,0.64697,-0.03955,0
-2.6048e-05,0.060986,0.99814,0
0.64818,0.76007,-0.046424,0
0,0,0,1
-0.63831,0.76876,-0.03955,0
0.010507,0.060075,0.99814,0
0.76971,0.63671,-0.046424,0
0,0,0,1
-0.49562,0.86764,-0.03955,0
0.020746,0.057349,0.99814,0
0.86829,0.49388,-0.046424,0
0,0,0,1
-0.33877,0.94004,-0.03955,0
0.030314,0.052919,0.99814,0
0.94038,0.33694,-0.046424,0
0,0,0,1
-0.17144,0.9844,-0.03955,0
0.038993,0.046893,0.99814,0
0.98442,0.16958,-0.046424,0
0,0,0,1
